9	4	1	2	8	7	3	5	6
2	5	6	1	3	4	7	9	8
7	3	8	5	6	9	1	2	4
1	7	3	9	4	6	2	8	5
5	9	4	7	2	8	6	1	3
8	6	2	3	5	1	4	7	9
3	1	9	6	7	5	8	4	2
4	2	5	8	1	3	9	6	7
6	8	7	4	9	2	5	3	1
